neighborhood,reviews,ratings,price,name,id,image,theme
Mombasa,0,5.0,282,APARTMENTS SUNSET PARADISE MOMBASA,289,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Nairobi,0,658.0,285,LAVINGTON’S Epic - B & B Sleep 6,290,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,0,5.0,300,Great palatial mansion home,291,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,0,2.0,300,Flourishing Springs Home,292,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Homa Bay,4,3.0,10,Bunk bed in Rusinga Island,293,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Lakeside
Nairobi,6,2.0,20,3 bedroom apartment,294,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Embu,0,2.0,10,Unparalleled experience in our premier facilities,295,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Countryside
Nairobi,6,4.0,15,A well Spacious house .,296,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,1,4.0,18,SHARED ROOM-KILIMANI VALLEY ARCADE,297,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nakuru,1,4.0,12,Free spirits,298,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Homa Bay,2,4.0,10,Double bed in Rusinga Island,299,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Lakeside
Kilifi,4,4.0,18,Distant Relatives Ecolodge: Dorm,300,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Sandy Beaches
Nairobi,4,5.0,18,SHARED ROOM-KILIMANI VALLEY ARCADE,301,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,6,5.0,30,Elegant Room 2 in Beautiful Karen Home,302,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Kisumu,19,4.5,14,Hostel with comfortable beds,303,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Lakeside
Nakuru,10,5.0,10,Gracie's Home Nakuru.,304,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,2,5.0,300,Connaught 52 in Westlands,305,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Lamu,0,5.0,263,"AMBER HOUSE,LAMU",306,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Sandy Beaches
Kilifi,0,5.0,250,"Dar Mida House, Mida Creek, Watamu, Kenya",307,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Nairobi,0,5.0,240,Gem Suites Serviced Apartments,308,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,2,5.0,245,Furnished 3Bed Cottage in Karen,309,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kilifi,3,5.0,300,End Of The Block,310,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Mombasa,3,5.0,280,Coral Cove Beach Front Apartment,311,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Mombasa,0,5.0,250,A stunning holiday home in shanzu.,312,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Sandy Beaches
Nairobi,0,5.0,250,Karen Maghreb,313,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,2,4.0,270,Ideal getaway,314,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Kilifi,2,4.5,234,Kiboko Nyumba - Hippo House,315,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Kilifi,0,5.0,253,5 Bedroom 6 Bathroom Villa n. 7,316,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Nakuru,8,5.0,204,Unique bush home in Naivasha,317,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nakuru,7,5.0,300,Lucita Farm Guest House Two in Naivasha,318,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Mombasa,1,5.0,270,Waterfront Villa Annchen - 1 row at Mtwapa Creek!,319,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Sandy Beaches
Kisumu,0,5.0,260,Evergreen Plains Farmhouse,320,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Lakeside
Nakuru,0,5.0,280,"Uvaini House, Naivasha",321,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Kwale,0,5.0,218,Serene Villas with a home away from home feeling,322,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,Sandy Beaches
Nakuru,8,5.0,220,"Quintessential, Serene Cabin",323,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Kwale,6,5.0,210,Amber Villa Diani,324,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Kilifi,0,5.0,233,SIMBA WA KALE LUXURY RESORT | CASUARINA BEACH,325,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Sandy Beaches
Nairobi,0,5.0,230,Farm Vacation House in Kiambu,326,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Kirinyaga,0,4.0,290,Chalet Montane,327,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Green Cities
Kwale,4,4.0,250,"Fair Haven Resort, Diani",328,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Kilifi,0,4.0,250,The Makuti Hoose,329,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Nairobi,5,4.5,280,"Amazing House, Karen",330,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Kwale,0,4.0,260,Swahili House - Main House,331,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Lamu,0,4.0,250,Entire House in downtown Lamu,332,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Sandy Beaches
Nairobi,0,5.0,245,Your Nairobi Home away from Home!!!,333,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Lamu,3,4.5,290,Historical house in old Lamu with seaview pool,334,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Sandy Beaches
Kilifi,9,4.5,260,Coast House - main -5 mins beach,335,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Kwale,0,2.0,220,Msitu Diani Beach,336,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Nakuru,3,5.0,275,Lucita Farm Guest House One in Naivasha,337,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Kilifi,1,2.0,250,Kilifi -Beautiful ocean front home. Amazing views!,338,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,Sandy Beaches
Nakuru,7,2.0,292,Lahai Cottages,339,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,0,5.0,250,RUNDA SUITES -UN DIPLOMATIC - (WHOLE HOUSE),340,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nakuru,0,2.0,250,Bellevue Farm,341,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Makueni,0,2.0,250,"modern, quiet, cool, accessible",342,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,Countryside
Kilifi,1,2.0,250,Kilifi - Beautiful ocean front home amazing views,343,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Lamu,3,4.5,286,Waridi House,344,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Nakuru,3,4.5,240,Pinklakeman Tree House,345,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Kilifi,8,5.0,258,Stunning Sunny Villa Overlooking Mida Creek,346,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Sandy Beaches
Nyandarua,3,5.0,260,"En-Korika is...serenity bliss, home",347,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Green Cities
Kwale,5,5.0,233,"VILLA MADAGASKAR luxury, pool, cook, house lady",348,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Kiambu,8,5.0,300,The Lakehouse Tigoni,349,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Town
Kwale,24,5.0,206,"Elephants, nature, view, space, pool.",350,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Kwale,0,5.0,180,Lalapanzi (Sleep well here),351,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Nairobi,3,4.5,182,Gorgeous Westlands 2bdrm flat,352,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Kajiado,0,5.0,200,Oltalet Cottages,353,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Countryside
Nairobi,0,2.0,185,Serenity at Serene Valley,354,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Kilifi,0,5.0,185,VILLA MODERNA DI DESIGN,355,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Kilifi,0,2.0,186,Paradiso in Africa,356,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Kwale,0,5.0,200,La Grace Villa,357,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Kilifi,0,2.0,200,"Maison Müge, das romantische Bijou für Ihre Ferien",358,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,Sandy Beaches
Kwale,0,2.0,200,Garden Villa,359,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Sandy Beaches
Mombasa,3,3.5,200,Nyali Suite ~ A Royal Holiday Home,360,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Sandy Beaches
Kwale,0,4.0,200,Beach Cottage,361,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Kwale,0,2.0,200,Sakura Villa,362,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,Sandy Beaches
Kilifi,0,3.5,200,3 Bedroom Private Home Rent,363,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Kilifi,0,5.0,200,"Charming Mansion in Malindi, Kenya",364,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Nairobi,0,3.0,200,Trendy Upperhill Apartment,365,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nakuru,1,3.0,200,MAMA'S HOUSE NAKURU,366,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Kwale,0,2.0,200,Beehive Cottages - Forager Cottage,367,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Kwale,0,2.0,200,La Maria,368,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Mombasa,0,2.0,200,Cosy Coast apartment,369,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Lamu,4,5.0,182,Nyota House,370,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Kajiado,0,4.0,190,Oloika Cottage,371,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Countryside
Nairobi,0,4.0,200,Beautiful Spring Valley home,372,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Kilifi,0,3.0,186,charming apartment on the lovely beach of Watamu,373,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Sandy Beaches
Kilifi,0,3.0,200,Amazing BeachfrontVillas in Mambrui,374,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Sandy Beaches
Kilifi,0,3.5,200,Breath-taking 3 bedroom Golf Course Villa,375,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Nairobi,0,2.0,200,FOURWAYS JUNCTION HOMESTAY,376,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Kilifi,0,3.0,200,'Il palmento' Beach Villa,377,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Kilifi,0,3.0,200,Breezy beach bungalow,378,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,Sandy Beaches
Kisumu,3,4.5,200,California House Kisumu Kenya,379,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Lakeside
Nairobi,0,5.0,200,Aloha Cottage,380,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kilifi,0,5.0,190,"Van Vliet Villa, 4 bedroom at Vipingo Ridge",381,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Machakos,0,4.5,200,Athi River Getaway - Unit 1,382,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,Small Town
Kilifi,0,4.0,190,Karabisha on Vipingo Ridge,383,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Kilifi,1,4.0,195,"Samundra, Watamu, Kenya",384,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Lamu,0,5.0,200,BAREFOOT BEACH BANDAS - QUIET SIDE OF LAMU ISLAND,385,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Sandy Beaches
Kajiado,2,2.5,200,Sidai House,386,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Countryside
Laikipia,10,5.0,200,Mount Kenya Wildlife Estate House #56,387,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Countryside
Nakuru,0,3.0,185,Serene Deluxe Villa,388,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Kilifi,5,5.0,182,Maweni House - Kilifi,389,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Machakos,1,3.0,200,Koppie House,390,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Small Town
Laikipia,6,5.0,200,Farm stay in foothills of Mt Kenya,391,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Countryside
Nairobi,0,4.0,195,"Magnifique maison avec piscine, calme, securisée",392,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Kilifi,0,4.0,198,CHRIS HOUSE,393,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Sandy Beaches
Meru,0,3.5,200,J.D. VILLA,394,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Town
Kilifi,5,4.5,190,The Palm House-Beach Front,395,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Nakuru,12,5.0,200,Leleshwa House,396,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Laikipia,46,5.0,195,LUXURY HOME ON WILDLIFE CONSERVANCY,397,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Countryside
Kwale,0,3.5,143,Gatehouse at Watano Beach House,398,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,Sandy Beaches
Kwale,0,4.0,148,Taj Riviera House in Diani Beach,399,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Sandy Beaches
Nairobi,0,4.0,150,Amazing 4 bed all ensuite penthouse,400,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kwale,0,4.5,150,Nearby diani apartment,401,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Mombasa,0,5.0,150,Elegant 3 bedroom apartment,402,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,Sandy Beaches
Mombasa,0,2.0,155,Fabulous 3BD Sea View Apartment.,403,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Nairobi,1,2.0,150,200 SM New cozy apartment,404,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Mombasa,0,2.0,150,Home Away From Home,405,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Sandy Beaches
Nairobi,0,3.0,145,"Private 4 BR Villa in Kyuna/Westlands, Nairobi",406,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Mombasa,0,5.0,150,Beach Homes,407,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Nairobi,1,4.0,150,APARTMENT-KILIMANI VALLEY ARCADE,408,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Kwale,0,3.0,150,Diani Beach 2 bedroom Cottage,409,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Mombasa,0,4.0,150,EXECUTIVE 3 BR APARTMENT,410,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Mombasa,0,5.0,150,"Super Cute, 3BD, 4 Bathrooms Nyali.",411,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Laikipia,0,5.0,180,"Villa in the Wild, Mount Kenya Wildlife Estate #51",412,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Countryside
Nairobi,4,3.5,150,Beautiful Convenient Apartment,413,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Mombasa,0,3.0,141,"Cosy, Chic, Clean Comfortable",414,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Sandy Beaches
Nairobi,0,2.0,150,Fully Furnished Modern Apartment,415,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Mombasa,0,5.0,154,Deluxe Two Bedroom Apartment,416,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Mombasa,0,4.0,150,PR6 Purple Rose Apartments,417,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Nairobi,0,5.0,165,Luxurious two bedroom furnished apartment,418,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Marsabit,0,2.0,168,Ferienwohnung mit Gemeinschaftspool,419,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Countryside
Nairobi,0,3.0,177,Furnished apartment 3bedroom let,420,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kilifi,0,2.0,150,Jonjoloka,421,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,0,5.0,150,Shema Apartment,422,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Kwale,1,3.0,153,The Penthouse Gracia,423,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Mombasa,0,4.0,170,Premium Two Bedroom,424,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Nairobi,0,5.0,155,spacious one bedroom apartment,425,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Mombasa,4,4.5,150,Urban Ville Homes,426,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Sandy Beaches
Kwale,4,5.0,355,Three Monkeys House,427,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Kilifi,0,2.0,350,Dar Saba on Vipingo Ridge,428,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Kwale,2,5.0,350,Grand Amber Villa,429,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Kilifi,2,2.0,380,Dar Saba on Vipingo Ridge Estate,430,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Nakuru,0,3.0,450,"Inka Homes, Kedong Ranch",431,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
