neighborhood,reviews,ratings,price,name,id,image,theme
Nairobi,8,4.5,46,"Sapphire Apartment-cozy,furnished 2BR in kilimani",859,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,22,5.0,53,BEAUTIFUL 4 BEDROOM JUNCTION MALL APARTMENT,860,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kwale,15,4.5,58,Tembo Cottage in Shambani,861,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,3,4.5,45,*Comfy 2 bedroom ensuite* close everything,862,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,19,5.0,47,COSY One bedroom in WESTLANDS.,863,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Kwale,8,4.5,45,"Frangipani Cottages ""Mnazi""-House",864,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Nairobi,3,4.5,50,Quiet Serene House,865,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,17,5.0,50,Homely Villa in Karen,866,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,46,4.5,42,Kileleshwa Apartments,867,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,14,4.5,45,"Cosy 1 Bedroom Apartment, Upperhill",868,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,6,5.0,55,"Cacahomez 2, in the heart of Westlands.",869,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,4,5.0,49,Comfortable Furnished Royal Apartment,870,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,106,4.5,52,Cosmopolitan Studio Apartment A,871,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,9,4.5,50,Homely Nest,872,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,12,5.0,45,One bedroom apartment in Westlands,873,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,8,4.5,45,"Cozy 1BR,amazing views of Westlands",874,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Kiambu,3,4.5,47,"Mylily Farm, Limuru",875,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Town
Nairobi,6,5.0,58,"Mukima House, Marula Lane, Karen",876,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,22,5.0,52,Luxurious Junction Mall Apartment,877,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,6,4.0,60,Gorgeous tree house in westlands,878,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Mombasa,5,5.0,55,Mawimbi Cottage,879,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Sandy Beaches
Nairobi,10,5.0,49,Homely 1 bed Apartment next Yaya Centre Nairobi,880,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,4,4.5,47,Modern apartment with gorgeous swimming pool,881,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,6,5.0,40,Homely Homes Kileleshwa,882,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,17,5.0,38,Cosy Garden Cottage / House,883,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,9,4.5,25,"Affordable, homely Guest wing in Kilimani",884,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Kilifi,3,5.0,58,Simba House Watamu Kenya (50 euro room/night),885,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Sandy Beaches
Nairobi,3,4.5,40,Westlands Cozy Apartment,886,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,4,5.0,40,Apartment on Riara Rd with a nice view,887,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,19,5.0,49,Beautiful rustic-style furnished 1bed apt,888,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,8,5.0,45,lofts...great living views...,889,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kilifi,10,4.5,42,rent chalet in front of the sea in peacefull place,890,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Kilifi,9,5.0,50,Dabaso Cottage,891,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Nairobi,24,4.0,41,Serene & Secure in Westlands - Central Malls,892,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Kwale,16,5.0,58,sultan saka house,893,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Sandy Beaches
Nyeri,6,5.0,50,Naro Moru D,894,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Green Cities
Nairobi,15,5.0,53,"Cool, Secure Spot in Westlands",895,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,23,4.5,55,"The Geo Mara, Wood Ave Park Apt 31",896,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,4,5.0,48,"Hibiscus House, Marula Lane, Karen, Nairobi.",897,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,11,5.0,50,Kombo Cottage,898,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,26,4.5,45,Amazing waterfall view ....,899,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,8,4.5,49,"Cosy Spacious 1 Bed Apt, Yaya Centre, Kilimani",900,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,7,5.0,50,Spacious Luxury Apartment with A Garden.,901,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,7,5.0,50,"2 Bdrm Modern Apt w/Open Layout, Pool & House Help",902,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nakuru,3,5.0,43,Enkuso Ntelon - Naivasha Malewa Retreat,903,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,21,5.0,49,The River Cottage - Create unique experiences,904,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,28,4.5,45,Airwaves home Adams,905,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,35,5.0,55,Turaco Cottage Nairobi Kenya,906,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,50,5.0,55,Airwaves Home Woodley,907,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,47,5.0,52,Cosy 3BD House Yaya Area Kilimani,908,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,44,5.0,60,An Irish welcome in Karen,909,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,43,5.0,59,BEAUTIFUL APARTMENT NEAR YAYA MALL,910,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,40,5.0,60,A tranquil 3 bedroom home,911,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,49,5.0,50,Cosy Guest House in Beautiful Spring Valley,912,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,43,5.0,55,Cozy apartment in Upper Hill Nairobi,913,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,40,5.0,55,Ngong Road Penthouse Suite,914,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,44,4.5,52,Located In a Serene Environment,915,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,37,4.5,45,Love where you live! Apartment.,916,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Kwale,21,5.0,38,Blue Monkey Beach Cottage 2,917,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Nairobi,7,5.0,37,Spacious 2 bedroom apartment,918,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,7,4.5,20,Beautiful house/rooms - perfect tourism location,919,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,15,5.0,40,LORESHO HOUSE * Cottage Annexe 1,920,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,24,5.0,33,Guest wing of a family home on a spacious garden,921,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,5,4.0,35,Ambient 2bed 2bath near the airport town,922,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,4,4.0,40,Entire Apartment near UN nairobi,923,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,9,4.5,37,"Comfortable, Convenient, in Budget",924,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,4,3.0,30,2 Bed Furnished Appt Close JKIA.,925,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,6,5.0,23,Cosy guesthouse in Upperhill : ),926,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Kiambu,3,5.0,25,One Bedroom Apartment-Entire Place.,927,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Town
Nairobi,10,4.5,40,Spacious Penthouse Apartment in Westlands,928,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,4,5.0,40,Cozy Two Bedroom Apartment - Home away from home,929,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,3,5.0,30,Serene enviroment,930,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,3,4.5,40,"Penthouse,Olive gardens,Hatheru road,Lavington,NRB",931,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Kajiado,4,5.0,15,Acacia wood home in leafy suburb,932,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Countryside
Nairobi,3,4.5,40,Cozy 2BD apartment fully furnished,933,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,4,4.0,35,2 Bedroom Apt. in Westlands with Master en-suite,934,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,6,4.5,30,Karen Bomas Inn,935,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Narok,3,5.0,18,Amazing comfortable house near Mara,936,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Countryside
Nairobi,3,4.5,12,"Warm Dsq, great secure place a night walk",937,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,11,5.0,22,Cozy Roof Top Apartment close Town & Airport,938,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,18,4.5,20,Cosy Furnished Studio Apartment in Nairobi's CBD,939,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,20,4.5,20,Furnished Studio Apartment in Central Nairobi,940,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,39,4.5,38,LAVINGTON LOVELY APARTMENT,941,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,130,5.0,37,"Delightful home, near JKIA airport",942,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Mombasa,3,4.5,40,Charming comfy Apartment,943,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Kilifi,12,4.5,23,Mtwapa holiday home,944,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Kwale,3,3.5,40,Villa Saprex,945,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Sandy Beaches
Machakos,4,3.5,33,Evan Sunset Boulevard,946,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Small Town
Taita Taveta,8,4.0,22,Voi Lutheran Guesthouse,947,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Town
Mombasa,7,4.5,20,Cozy private apartment in Nyali,948,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Kwale,8,4.5,27,Upani Holiday cottage 300m beach,949,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Sandy Beaches
Kilifi,6,5.0,40,NDONYA KWETU,950,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Mombasa,4,4.5,40,Savannah Cottages-Shellybeach Road-Mombasa,951,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Sandy Beaches
Kwale,6,5.0,27,"Central, 5 minutes beach golf, Umbi Complex",952,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Sandy Beaches
Mombasa,7,5.0,36,Modern Studio next Pool,953,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Sandy Beaches
Kwale,4,5.0,34,Banda Porrini - Island Bush Hut,954,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Sandy Beaches
Kwale,7,4.5,31,beautiful cottage near the beach,955,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Mombasa,10,4.0,28,Practical Bedsitter,956,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Mombasa,17,4.5,34,Mombasa holiday villas,957,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Kwale,8,5.0,20,Delina cottage diani,958,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,Sandy Beaches
Kwale,23,5.0,23,"Frangipani Cottages ""Mnazi II""",959,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Sandy Beaches
Kisumu,10,4.0,38,Furnished apartments let-Kisumu,960,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Lakeside
Uasin Gishu,10,5.0,38,Sneed's Guesthouse,961,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Small Town
Nakuru,6,4.0,18,Homely gueshouse in Nakuru suburbs,962,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Uasin Gishu,0,4.0,10,kenya village life at Kapkoi near eldoret,963,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Small Town
Busia,1,4.0,15,Mission House in quiet Amagoro,964,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Town
Nakuru,0,4.0,35,Tranquil setting in heart of nakuru,965,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Kisii,0,3.5,20,Mzee Moja Cultural Center,966,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Town
Nakuru,0,3.5,12,Farm Cottage near Nakuru,967,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kisumu,1,5.0,35,Serene Serviced Apts by the lake,968,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Lakeside
Kisumu,0,4.0,40,Maboko Island Resort- Camp Tom,969,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Lakeside
Uasin Gishu,4,4.0,12,"Salient Guest House, Eldoret",970,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Small Town
Keiyo-Marakwet,2,4.0,24,"Rustgevende, uniek gelegen vakantiewoningen",971,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Countryside
Uasin Gishu,2,4.5,23,Nefer Gardens,972,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Small Town
Nairobi,7,5.0,30,Modern Flat in Stellar Location,973,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,10,4.5,33,Cosy Fully furnished Kilimani apartment.,974,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Kiambu,0,5.0,25,Newly finished Elegantly furnished 1 bedroom,975,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Town
Kiambu,0,5.0,25,GARDEN OF EDEN RETREAT CENTRE.,976,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Town
Nairobi,2,4.5,40,Brand New Studio Near UN Headquater,977,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,0,5.0,23,Epitome of a Lite Living!!!,978,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,1,5.0,40,One bedroom apartment in Westlands.,979,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,21,4.5,40,1 bedroom apartment in School Lane- Westlands,980,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kiambu,0,4.0,35,Serene Spacious Apartment,981,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Town
Nairobi,0,4.0,35,Serene home at the top of the hill,982,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Kajiado,0,4.0,35,"The Eco Kasasi Suites, Home Living Away from Home",983,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Countryside
Nairobi,0,4.5,35,Cozy fully furnished serviced apartment in Nairobi,984,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,0,5.0,25,Tranquil cosy one bedroom house,985,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,14,4.5,30,Accomodation near JKIA Airport,986,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,3,4.5,22,"Royal Apartments, Westlands Nairobi",987,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Machakos,0,5.0,40,Cozy home @ Loneview Apartments 10mins from JKIA,988,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Small Town
Machakos,1,5.0,35,Nairobi Airport Homestay (Near SGR Train Station),989,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Small Town
Machakos,1,4.0,31,Lifestyle house,990,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Small Town
Nairobi,0,4.5,28,Family-friendly cosy apartment,991,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Kajiado,0,5.0,33,mercy's guest house( Holiday home in kitengela),992,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,Countryside
Machakos,0,5.0,40,Green City Gardens,993,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Small Town
Kiambu,1,3.0,29,Penthouse Apartment,994,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Town
Nairobi,0,3.5,30,Cosy One bedroom apartment,995,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Kiambu,0,5.0,25,Bedsitter furnished,996,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Town
Nairobi,0,4.0,35,Stylish One bedroom apartment,997,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,0,2.0,35,"Green, cosy one bedroom apartment",998,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,0,5.0,40,Looking a serene place? Look no further...,999,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Kajiado,0,5.0,30,Experience Exquisite Living at Lacasa.,1000,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Countryside
Nairobi,1,5.0,34,Cosy new one bedroom appartement,1001,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,0,4.0,14,Bamboo & Birds Cozy Cottage,1002,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
