room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
14502283,1461,54346523,Shared room,,Kenya,,Nairobi,33,5,1,1,,100,,Home next to the National Park!,58:34.2,-1.36057,36.761223,0101000020E610000044FB58C16F61424014B35E0CE5C4F5BF
12181515,1461,52207070,Shared room,,Kenya,,Kilifi,3,5,4,1,,65,,family room,58:32.5,-3.252685,40.126621,0101000020E610000050FEEE1D35104440A18499B67F050AC0
5385690,1461,3528139,Shared room,,Kenya,,Mombasa,1,4,12,1,,70,,Geo Mara Mombasa Beach Getaway,58:32.5,-3.967296,39.749705,0101000020E6100000E7525C55F6DF4340B6696CAF05BD0FC0
18011354,1461,2689184,Shared room,,Kenya,,Nairobi,1,4,6,1,,80,,Westlands Backpackers,58:32.5,-1.248991,36.796196,0101000020E61000005F9A22C0E96542402FF99FFCDDFBF3BF
16296016,1461,106613972,Shared room,,Kenya,,Laikipia,0,4.5,6,1,,75,,A home away from home!,58:32.5,0.009103,37.091233,0101000020E610000072A8DF85AD8B4240D0285DFA97A4823F
872309,1461,4583407,Shared room,,Kenya,,Nairobi,8,1,2,1,,75,,Escapade Nest  - B & B Sleeps 2,58:32.5,-1.292178,36.814079,0101000020E610000021AE9CBD3368424061C5A9D6C2ACF4BF
16082140,1461,104806976,Shared room,,Kenya,,Nairobi,0,5,1,1,,67,,Apartment-wifi and kitchen available,58:32.5,-1.212083,36.839839,0101000020E6100000E27327D87F6B4240E199D024B164F3BF
11453077,1461,60220077,Shared room,,Kenya,,Mombasa,1,4,2,1,,45,,Barizi Apartment,58:30.8,-4.033121,39.716149,0101000020E610000014083BC5AADB4340473EAF78EA2110C0
2614251,1461,13384571,Shared room,,Kenya,,Nairobi,8,4,3,1,,45,,Serene Accomodation,58:30.8,-1.267705,36.765277,0101000020E6100000C4B0C398F4614240639CBF098548F4BF
502592,1461,2480262,Shared room,,Kenya,,Narok,4,1,16,1,,50,,Tented accommodation in Masai Mara,58:30.8,-1.605606,35.30648,0101000020E6100000657094BC3AA74140992EC4EA8FB0F9BF
866818,1461,4554740,Shared room,,Kenya,,Mombasa,0,5,2,1,,45,,Room for rent in NICE 2bd home,58:30.8,-4.003896,39.70503,0101000020E610000075594C6C3EDA434043572250FD0310C0
2613788,1461,13384571,Shared room,,Kenya,,Nairobi,0,5,3,1,,45,,Short stay Accomodation.,58:30.8,-1.267733,36.766698,0101000020E61000004DF4F92823624240A1F5F065A248F4BF
8139004,1461,2689184,Shared room,,Kenya,,Machakos,0,3,4,1,,47,,Home place,58:30.8,-1.363871,36.917673,0101000020E61000000BB6114F76754240B267CF656AD2F5BF
5299975,1461,27452960,Shared room,,Kenya,,Kiambu,8,4,10,1,,45,,"Tigoni Homestay,Limuru",58:30.8,-1.127385,36.679467,0101000020E61000000ADB4FC6F8564240EF0390DAC409F2BF
9334156,1461,48445828,Shared room,,Kenya,,Mombasa,0,5,2,1,,55,,hotbox besides mombasa city stadium,58:29.2,-4.045663,39.664136,0101000020E6100000520C906802D543408B8C0E48C22E10C0
4706933,1461,22636645,Shared room,,Kenya,,Nairobi,81,5,3,1,,60,,Cozy 1bd apt in the heart of Nairob,58:29.1,-1.263079,36.795796,0101000020E6100000D124B1A4DC654240EB3A54539235F4BF
778319,1461,4104099,Shared room,,Kenya,,Nairobi,0,4,12,1,,50,,SOUTHHOOD GUEST VILLA,58:29.1,-1.304575,36.856575,0101000020E61000001DC9E53FA46D424001DE02098ADFF4BF
18664426,1461,121366927,Shared room,,Kenya,,Taita Taveta,8,4,13,1,,50,,lake jipe camp,58:29.1,-3.600175,37.775281,0101000020E6100000E71A66683CE34240B003E78C28CD0CC0
8324034,1461,42763869,Shared room,,Kenya,,Nairobi,2,5,3,1,,60,,3 rooms available for rent,58:29.1,-1.296785,36.778004,0101000020E61000001F1494A2956342400118CFA0A1BFF4BF
11888934,1461,57367018,Shared room,,Kenya,,Nairobi,0,3,2,1,,45,,2 self contained rooms,58:29.1,-1.293227,36.878368,0101000020E61000002DEDD45C6E704240F8DD74CB0EB1F4BF
19764879,1461,97678841,Shared room,,Kenya,,Mombasa,0,3,2,1,,50,,The Palace,58:29.1,-4.043575,39.701128,0101000020E6100000AA27F38FBED943405BB1BFEC9E2C10C0
721405,1461,1366466,Shared room,,Kenya,,Kajiado,22,3,4,1,,60,,Maasai Hut - maasaiimmersion.com,58:29.1,-2.541953,36.790764,0101000020E6100000556D37C137654240B1C05774EB5504C0
11451760,1461,60210735,Shared room,,Kenya,,Nairobi,0,3,2,1,,60,,moses chege best accomodation style,58:29.1,-1.255794,36.7526,0101000020E61000001C7C61325560424059350873BB17F4BF
16987629,1461,2787227,Shared room,,Kenya,,Kwale,0,3,2,1,,50,,Diani Breeze Carens house,58:29.1,-4.30365,39.577599,0101000020E6100000E59997C3EEC94340BBB88D06F03611C0
18251938,1461,126133438,Shared room,,Kenya,,Taita Taveta,22,4,8,1,,50,,River Lumi Resort - Taveta,58:29.1,-3.300049,37.724104,0101000020E61000008E739B70AFDC42407D94111780660AC0
19132598,1461,133718661,Shared room,,Kenya,,Kajiado,0,4,1,1,,45,,Spacious serene private room for comfort,58:29.1,-1.499494,36.967741,0101000020E6100000C9FFE4EFDE7B424087C5A86BEDFDF7BF
12159641,1461,65305603,Shared room,,Kenya,,Nairobi,53,5,2,1,,10,,Vegan/Fruitarian Accomodation,58:27.0,-1.319224,36.847065,0101000020E61000000A4B3CA06C6C4240A79201A08A1BF5BF
7803872,1461,41076000,Shared room,,Kenya,,Nairobi,0,4,1,1,,40,,Godials Bed & Breakfast,58:27.0,-1.28823,36.786852,0101000020E61000006765FB90B7644240069E7B0F979CF4BF
8657111,1461,37401809,Shared room,,Kenya,,Uasin Gishu,0,5,2,1,,10,,bobi's nest,58:27.0,0.521865,35.292375,0101000020E61000008195438B6CA5414050AA7D3A1EB3E03F
9700465,1461,50093098,Shared room,,Kenya,,Nairobi,0,5,2,1,,10,,A  room in a family house,58:27.0,-1.28321,36.897029,0101000020E61000002448A5D8D17242400E677E350788F4BF
15700804,1461,6828809,Shared room,,Kenya,,Nairobi,55,5,2,1,,10,,Faiths Place,58:27.0,-1.262892,36.880181,0101000020E6100000C1C760C5A97042409C14E63DCE34F4BF
13220775,1461,72216703,Shared room,,Kenya,,Kilifi,0,1,2,1,,10,,Lit et petit dejeune,58:27.0,-3.218963,40.116472,0101000020E61000002A73F38DE80E4440BB4560AC6FC009C0
2082430,1461,10581656,Shared room,,Kenya,,Kwale,0,1,10,1,,25,,tabby kenyan host mom,58:27.0,-4.302066,39.576451,0101000020E61000008D5F7825C9C9434024EF1CCA503511C0
1314403,1461,1366466,Shared room,,Kenya,,Nairobi,1,1,4,1,,11,,Olympic Estate Guesthouse - Dorm ,58:27.0,-1.313941,36.778443,0101000020E61000006B662D05A463424001FA7DFFE605F5BF
14681639,1461,3064131,Shared room,,Kenya,,Nairobi,0,1,2,1,,20,,Share a space with a local expat in Nairobi,58:27.0,-1.293859,36.782458,0101000020E61000002D3F7095276442400B2AAA7EA5B3F4BF
7795110,1461,41026839,Shared room,,Kenya,,Nairobi,0,5,6,1,,35,,Dorm Beds - (pp) Ladies and Men,58:27.0,-1.281659,36.818216,0101000020E61000002F88484DBB6842402BFC19DEAC81F4BF
14751017,1461,91943486,Shared room,,Kenya,,Kwale,21,5,2,1,,18,,4 Bedroom Furnished Beach Villa,58:27.0,-4.232515,39.597192,0101000020E610000067B796C970CC43405951836918EE10C0
15225965,1461,96771558,Shared room,,Kenya,,Kiambu,0,5,1,1,,12,,Private room in a two bedroom house.,58:27.0,-1.24543,36.660966,0101000020E61000004CE2AC889A5442400551F70148EDF3BF
14616350,1461,90403809,Shared room,,Kenya,,Nairobi,1,5,3,1,,30,,,58:26.9,-1.323366,36.827278,0101000020E6100000A359D93EE4694240A036AAD3812CF5BF
14399454,1461,88506328,Shared room,,Kenya,,Nairobi,2,5,2,1,,40,,Serene Furnished Studio Apartment,58:26.9,-1.295039,36.776188,0101000020E610000019C6DD205A63424074B680D07AB8F4BF
16953657,1461,102606887,Shared room,,Kenya,,Kwale,22,5,2,1,,23,,Cool breeze and secure apartment,58:26.9,-4.293883,39.577846,0101000020E6100000ED0F94DBF6C94340C76647AAEF2C11C0
8876929,1461,46456044,Shared room,,Kenya,,Nairobi,0,5,2,1,,30,,Large one bedroom apartment,58:26.9,-1.32412,36.881563,0101000020E61000008C2E6F0ED77042401DACFF73982FF5BF
4421468,1461,20782499,Shared room,,Kenya,,Nairobi,3,5,2,1,,36,,Furnished room to let  Kilimani,58:25.9,-1.293456,36.786927,0101000020E610000071AB2006BA644240240A2DEBFEB1F4BF
1786883,1461,9377532,Shared room,,Kenya,,Nairobi,34,5,16,1,,15,,Manyatta Backpackers,58:25.9,-1.289566,36.805733,0101000020E61000006B274A42226742405D8940F50FA2F4BF
8063434,1461,41076000,Shared room,,Kenya,,Nairobi,24,5,1,1,,35,,Godials Bed & Breakfast,58:25.9,-1.289219,36.78231,0101000020E6100000B9AAECBB22644240F31B261AA4A0F4BF
15710942,1461,100631765,Shared room,,Kenya,,Trans Nzoia,0,5,3,1,,35,,Comfortable& private rooms for you,58:25.9,0.923321,35.005364,0101000020E6100000B2497EC4AF80414073B8567BD88BED3F
2542217,1461,12892447,Shared room,,Kenya,,Nairobi,0,4,3,1,,25,,Accomodation and plan safaris,58:25.9,-1.28426,36.892206,0101000020E6100000C2A563CE33724240B1F9B836548CF4BF
4008051,1461,20782499,Shared room,,Kenya,,Nairobi,29,4,2,1,,34,,Studio to let Denis Pritt Kilimani,58:25.9,-1.280924,36.816065,0101000020E6100000833463D17468424085950A2AAA7EF4BF
11090771,1461,57589700,Shared room,,Kenya,,Nairobi,0,4,2,1,,16,,TWO BEDROOM APARTMENT ONE BATH,58:25.9,-1.30379,36.902549,0101000020E6100000CD04C3B98673424023A12DE752DCF4BF
1613355,1461,4024788,Shared room,,Kenya,,Nairobi,2,4,2,1,,12,,DOUBLE ROOM IN 3 BR APRT -WESTLANDS,58:25.9,-1.303442,36.825684,0101000020E61000004D6A6803B0694240AEB9A3FFE5DAF4BF
14926415,1461,93836507,Shared room,,Kenya,,Machakos,37,4,2,1,,10,,GreatWall Apartment,58:25.9,-1.382595,36.939573,0101000020E6100000319A95ED4378424057CF49EF1B1FF6BF
7977567,1461,42105018,Shared room,,Kenya,,Nairobi,0,4,12,1,,28,,MAGGIES NEST HOTEL,58:25.9,-1.28053,36.817779,0101000020E6100000842D76FBAC68424005C078060D7DF4BF
18987778,1461,132457374,Shared room,,Kenya,,Nairobi,0,4,8,1,,10,,Bustani Hostel,58:25.9,-1.313491,36.810596,0101000020E61000005B22179CC1674240047289230F04F5BF
5052228,1461,26087534,Shared room,,Kenya,,Nairobi,0,4,2,1,,18,,Home away from Home,58:25.9,-1.280617,36.820062,0101000020E61000009F58A7CAF7684240E2395B40687DF4BF
11702767,1461,55176840,Shared room,,Kenya,,Nairobi,0,4,3,1,,20,,Killileshwa 1 bedroom Apartment,58:25.9,-1.281438,36.788741,0101000020E6100000D6011077F56442405AA0DD21C580F4BF
9104484,1461,47455909,Shared room,,Kenya,,Nairobi,0,4,3,1,,15,,"2 Bedroom 1 bath Apartment in Nairobi, Near JKIA.",58:25.9,-1.307073,36.900029,0101000020E6100000CE39782634734240F4C0C760C5E9F4BF
18434887,1461,125557512,Shared room,,Kenya,,Nakuru,0,4,2,1,,30,,Mango Cribs 2,58:24.0,-0.294481,36.067373,0101000020E610000014D1AFAD9F084240ACC612D6C6D8D2BF
15702767,1461,100563276,Shared room,,Kenya,,Nairobi,0,4,2,1,,40,,Home Away from Home,58:24.0,-1.295667,36.776448,0101000020E6100000B685E7A562634240581AF8510DBBF4BF
7256647,1461,33507111,Shared room,,Kenya,,Nairobi,0,4.5,2,1,,20,,Rooftop apartment with amazing view,58:24.0,-1.289977,36.901215,0101000020E610000013D55B035B7342409E7939ECBEA3F4BF
5868360,1461,22564363,Shared room,,Kenya,,Nakuru,77,3,4,1,,20,,A Flat in the Rift Valley,58:24.0,-0.290012,36.06073,0101000020E61000006BF12900C6074240B1A4DC7D8E8FD2BF
15715358,1461,101487746,Shared room,,Kenya,,Nairobi,7,4,3,1,,20,,Cool House,58:24.0,-1.316156,36.757427,0101000020E6100000BF0D315EF360424063F20698F90EF5BF
9896219,1461,43443533,Shared room,,Kenya,,Nairobi,4,4,2,1,,20,,EILEEN WAMBUI,58:24.0,-1.289139,36.860989,0101000020E61000009D9B36E3346E424066F84F3750A0F4BF
13957288,1461,83128269,Shared room,,Kenya,,Nakuru,7,3,2,1,,15,,A Convenient Traveler's Room,58:24.0,-0.291645,36.075586,0101000020E61000008A0453CDAC094240D1AE42CA4FAAD2BF
3944730,1461,20441570,Shared room,,Kenya,,Nairobi,12,5,2,1,,24,,Lovely neighborhood to stay,58:24.0,-1.324132,36.80519,0101000020E61000007B88467710674240A6643909A52FF5BF
14331166,1461,87711217,Shared room,,Kenya,,Nairobi,1,3.5,4,1,,40,,SECURE AND CLEAN DOUBLE ROOM IN NAIROBI,58:24.0,-1.338386,36.771283,0101000020E6100000FA7ABE66B9624240C1C93670076AF5BF
16906983,1461,108641292,Shared room,,Kenya,,Kilifi,6,5,1,1,,16,,Cozy 1 Bedroom Apartment,58:24.0,-3.9405,39.750922,0101000020E610000068EC4B361EE04340A01A2FDD24860FC0
16759847,1461,111089835,Shared room,,Kenya,,Nairobi,1,5,4,1,,30,,"Paradise in Africa,and true Kenyan Hospitality!!",58:24.0,-1.322544,36.876684,0101000020E610000096766A2E377042401D56B8E52329F5BF
12281740,1461,66175826,Shared room,,Kenya,,Nairobi,4,5,1,1,,10,,A one bedroom apartment,58:24.0,-1.305066,36.779256,0101000020E61000001B9B1DA9BE634240D0F1D1E28CE1F4BF
3535431,1461,17800932,Shared room,,Kenya,,Nairobi,14,1,2,1,,25,,Luna Homestay Nairobi-CleanFriendly,58:24.0,-1.310343,36.775903,0101000020E610000024EF1CCA5063424032AEB8382AF7F4BF
472785,1461,2336498,Shared room,,Kenya,,Kiambu,4,1,4,1,,10,,Home Away From Home,58:24.0,-1.205699,36.779513,0101000020E610000047E7FC14C7634240541EDD088B4AF3BF
9480267,1461,49139391,Shared room,,Kenya,,Nakuru,11,1,10,1,,20,,stay with kenyan family.,58:24.0,-0.28726,36.079051,0101000020E6100000A9DBD9571E0A4240C3BB5CC47762D2BF
7555458,1461,39602036,Shared room,,Kenya,,Nairobi,0,2,2,1,,25,,Comfortable Home Stay - Nairobi,58:22.2,-1.322562,36.837076,0101000020E61000001D226E4E256B4240EAEA8EC53629F5BF
15956813,1461,75728293,Shared room,,Kenya,,Mombasa,0,2,2,1,,24,,Secure and prime location,58:22.2,-4.030981,39.711306,0101000020E61000006BB933130CDB43408330B77BB91F10C0
14618968,1461,90745088,Shared room,,Kenya,,Nairobi,3,2,4,1,,12,,COMFORTABLE AND  COZY APARTMENT,58:22.2,-1.249562,36.937091,0101000020E61000001F300F99F27742408C3045B934FEF3BF
11391945,1461,59762616,Shared room,,Kenya,,Kajiado,33,2,2,1,,18,,stay in a family home in O/Rongai,58:22.2,-1.395242,36.73535,0101000020E61000008A8EE4F21F5E424012178046E952F6BF
13312109,1461,70814174,Shared room,,Kenya,,Nairobi,3,5,8,1,,12,,KIJANI SANCTUARY FOR GLOBE TROTTERS!!!,58:22.1,-1.260536,36.808306,0101000020E61000008E942D9276674240F8E3F6CB272BF4BF
18301695,1461,91943486,Shared room,,Kenya,,Kilifi,6,3,2,1,,35,,Swahili beach rooms with rooftop view,58:22.1,-3.368918,39.995125,0101000020E61000004C37894160FF4340EE3EC7478BF30AC0
12300614,1461,66314418,Shared room,,Kenya,,Nairobi,3,3,1,1,,40,,"Charming Spac,Nice Estate Near City",58:22.1,-1.300387,36.767615,0101000020E6100000A375543541624240FD4B529962CEF4BF
17600257,1461,119606745,Shared room,,Kenya,,Laikipia,5,3,2,1,,30,,Old Style 3 Beedroom Apartment,58:22.1,0.027704,37.089079,0101000020E610000054E1CFF0668B42400EA0DFF76F5E9C3F
12865013,1461,70318967,Shared room,,Kenya,,Nairobi,3,3,1,1,,10,,Comfortable Bedsitter,58:22.1,-1.242286,36.761122,0101000020E6100000102219726C6142406075E44867E0F3BF
14063994,1461,84426744,Shared room,,Kenya,,Nyeri,9,3,16,1,,10,,Guest House/ Hostel in Nyeri Town,58:22.1,-0.391658,36.962948,0101000020E6100000D2DF4BE1417B424087DF4DB7EC10D9BF
11598024,1461,61217388,Shared room,,Kenya,,Kajiado,39,3,1,1,,15,,Quiet slopes of Ngong Hills,58:22.1,-1.403569,36.667713,0101000020E6100000990E9D9E77554240ECDE8AC40475F6BF
11400494,1461,59839416,Shared room,,Kenya,,Nairobi,3,0,2,1,,25,,Nyayo Embakasi,58:22.1,-1.308195,36.909108,0101000020E61000001844A4A65D744240CAA65CE15DEEF4BF
11460954,1461,38815617,Shared room,,Kenya,,Nairobi,0,2,6,1,,15,,Happy Days.,58:22.1,-1.267102,36.915163,0101000020E61000002FC1A90F247542409A232BBF0C46F4BF
14920891,1461,93780204,Shared room,,Kenya,,Nairobi,0,2,1,1,,10,,Kinyua-Nairobi,58:22.1,-1.225277,36.92039,0101000020E610000060C8EA56CF754240E7A7380EBC9AF3BF
11028362,1461,57224526,Shared room,,Kenya,,Nairobi,0,2,2,1,,20,,AURA,58:20.7,-1.296075,36.788909,0101000020E6100000914259F8FA644240789CA223B9BCF4BF
11144742,1461,50882661,Shared room,,Kenya,,Nairobi,51,2,1,1,,11,,Simple and homely 1bedroom apartmen,58:20.7,-1.218964,36.900517,0101000020E6100000FB3E1C244473424081053065E080F3BF
17948949,1461,122326429,Shared room,,Kenya,,Nairobi,0,0,8,1,,35,,SPURWING GUEST HOUSE LIMITED,58:20.7,-1.313918,36.697965,0101000020E61000005760C8EA56594240FB027AE1CE05F5BF
1013668,1461,5576213,Shared room,,Kenya,,Nairobi,5,5,2,1,,10,,Peaceful Garden,58:20.7,-1.221666,36.863917,0101000020E6100000AEBA0ED5946E42408429CAA5F18BF3BF
11001286,1461,57087989,Shared room,,Kenya,,Nairobi,3,0,2,1,,25,,city center accomodation,58:20.7,-1.290211,36.806774,0101000020E6100000ADA1D45E4467424003081F4AB4A4F4BF
12013587,1461,64155191,Shared room,,Kenya,,Nairobi,1,0,2,1,,20,,Cheerful family in a TRM apartments,58:20.7,-1.218496,36.889374,0101000020E6100000D3F4D901D7714240B8E864A9F57EF3BF
8380281,1461,44163602,Shared room,,Kenya,,Nairobi,0,0,1,1,,12,,Travelers heaven for grab,58:20.7,-1.305316,36.773438,0101000020E6100000E8BD310400634240EA20AF0793E2F4BF
14112484,1461,84085202,Shared room,,Kenya,,Kiambu,0,0,1,1,,20,,Private Room in the cool Neighbourhood of Muthiga,58:20.7,-1.251878,36.684128,0101000020E610000092239D81915742406A4FC939B107F4BF
11664521,1461,61917367,Shared room,,Kenya,,Kiambu,0,0,2,1,,17,,Living room for hire!,58:20.7,-1.202814,36.838491,0101000020E6100000C37E4FAC536B424030BC92E4B93EF3BF
17403408,1461,23919563,Shared room,,Kenya,,Nakuru,0,0,6,1,,11,,Grala,58:20.7,-0.284894,36.101616,0101000020E61000000B60CAC0010D424068E7340BB43BD2BF
3929385,1461,20356519,Shared room,,Kenya,,Nairobi,1,0,3,1,,10,,Clean Secure Home-Accesible24Hrs ,58:20.7,-1.2188,36.889749,0101000020E61000000953944BE371424039D6C56D3480F3BF
19188037,1461,123554273,Shared room,,Kenya,,Nairobi,0,0,1,1,,18,,Red junction apartments,58:19.1,-1.297932,36.755044,0101000020E610000040852348A5604240F3E8465854C4F4BF
17072412,1461,59895185,Shared room,,Kenya,,Nairobi,0,0,2,1,,25,,"Lovely Double room, in Lovely home",58:19.1,-1.326065,36.774244,0101000020E6100000E78F696D1A63424081ECF5EE8F37F5BF
17218370,1461,115889141,Shared room,,Kenya,,Nairobi,0,0,2,1,,20,,"Spacious Double room, in lovely Home",58:19.1,-1.326902,36.776221,0101000020E6100000F5BBB0355B634240AEF36F97FD3AF5BF
11425187,1461,23989443,Shared room,,Kenya,,Kiambu,0,0,2,1,,20,,"Lovely, spacious, and accommodating",58:19.1,-1.168488,36.955571,0101000020E6100000C5008926507A4240904B1C7920B2F2BF
4617284,1461,23919563,Shared room,,Kenya,,Nakuru,0,4.5,4,1,,18,,Outer toilet in the corridor,58:19.1,-0.290722,36.15181,0101000020E6100000569A94826E134240D5928E72309BD2BF
18677402,1461,129826433,Shared room,,Kenya,,Nairobi,36,4.5,3,1,,25,,Home away from home,58:19.1,-1.304939,36.776903,0101000020E61000000795B88E716342402C6684B707E1F4BF
16432155,1461,107740054,Shared room,,Kenya,,Homa Bay,66,0,4,1,,35,,A guest center near Lake Victoria,58:19.1,-0.552643,34.453112,0101000020E61000006BB6F292FF39414062A06B5F40AFE1BF
14540804,1461,89969824,Shared room,,Kenya,,Nairobi,0,0,2,1,,25,,Dru Bestro,58:19.1,-1.293181,36.748362,0101000020E6100000DAC87553CA5F4240EDEF6C8FDEB0F4BF
16624902,1461,109785054,Shared room,,Kenya,,Nairobi,3,4,2,1,,20,,"Serene, clean and stylish home away from home.",58:19.1,-1.334828,36.903163,0101000020E610000087FA5DD89A734240B88FDC9A745BF5BF
17521685,1461,118801161,Shared room,,Kenya,,Mombasa,0,4,2,1,,15,,Amazing apartment with a balcony,58:19.1,-3.979956,39.717893,0101000020E61000007F83F6EAE3DB4340DD26DC2BF3D60FC0
17273783,1461,116483621,Shared room,,Kenya,,Nairobi,4,4.5,2,1,,15,,Friendly and comfortable home,58:19.0,-1.291402,36.735611,0101000020E6100000F7C95180285E4240E9D2BF2495A9F4BF
11567281,1461,61106823,Shared room,,Kenya,,Nairobi,3,3,1,1,,30,,A home away from home,58:19.0,-1.295553,36.740013,0101000020E6100000B3CEF8BEB85E424048C153C895BAF4BF
7551708,1461,25166173,Shared room,,Kenya,,Nairobi,7,4,3,1,,15,,Super memories all the times,58:19.0,-1.281417,36.906522,0101000020E6100000618DB3E9087442406B9DB81CAF80F4BF
11895588,1461,4482204,Shared room,,Kenya,,Nairobi,0,3,1,1,,20,,15 minutes from JKIA Airport,58:17.9,-1.312544,36.899535,0101000020E6100000BE4D7FF623734240F4F928232E00F5BF
16581296,1461,45259574,Shared room,,Kenya,,Kwale,1,4,16,1,,10,,Bunk bed top on the balcony,58:17.9,-4.336164,39.554357,0101000020E610000083A7902BF5C64340C45E28603B5811C0
6755279,1461,23919563,Shared room,,Kenya,,Nakuru,15,0,5,1,,19,,Naka estate family of 4,58:17.9,-0.289683,36.151498,0101000020E610000067B45549641342403E42CD902A8AD2BF
17271715,1461,115540108,Shared room,,Kenya,,Nakuru,1,1,2,1,,12,,Haven of peace near hyrax hill museum,58:17.9,-0.48452,36.282895,0101000020E6100000D99942E735244240C381902C6002DFBF
10581632,1461,54590118,Shared room,,Kenya,,Kilifi,1,2,12,1,,28,,Bayern-Holiday-Resort,58:17.9,-3.826466,39.802742,0101000020E61000001590F63FC0E64340280CCA349A9C0EC0
17218363,1461,115889141,Shared room,,Kenya,,Nairobi,96,0,2,1,,20,,"Cosy Double room, in beautiful home",58:17.9,-1.32495,36.774804,0101000020E6100000AE6708C72C634240FB5C6DC5FE32F5BF
14813804,1461,92568479,Shared room,,Kenya,,Nairobi,0,2,2,1,,40,,A loft apartment- Furnished,58:17.9,-1.274884,36.905462,0101000020E6100000A8E2C62DE67342403F19E3C3EC65F4BF
18624169,1461,128542624,Shared room,,Kenya,,Nairobi,9,2,1,1,,25,,Cozy room sharing in Hurlingham,58:17.9,-1.292566,36.795529,0101000020E61000008202EFE4D36542409DBE9EAF59AEF4BF
18940105,1461,92378358,Shared room,,Kenya,,Mombasa,6,5,1,1,,10,,Shared Beach House in Likoni,58:17.9,-4.0914,39.672735,0101000020E6100000F2EF332E1CD64340E86A2BF6975D10C0
19145032,1461,129724269,Shared room,,Kenya,,Nairobi,0,2,1,1,,16,,"Ada's Gem Langata,Peaceful and Quiet Place to Stay",58:17.9,-1.329045,36.783249,0101000020E6100000F6CFD38041644240DD989EB0C443F5BF
18901025,1461,123571168,Shared room,,Kenya,,Nairobi,6,0,2,1,,11,,"Spatial, Cozy, Indigenous home",58:16.8,-1.262412,36.730369,0101000020E610000091813CBB7C5D42404B3FE1ECD632F4BF
18195217,1461,65764205,Shared room,,Kenya,,Kilifi,2,5,1,1,,18,,Merry Crab Cove ~ Backpackers' Beach Banda: Bed 2,58:16.8,-3.389054,39.963949,0101000020E610000086014BAE62FB43401C06F357C81C0BC0
18832493,1461,131134387,Shared room,,Kenya,,Nairobi,2,5,2,1,,30,,Room in a shared house - 2 beds,58:16.8,-1.326404,36.842787,0101000020E61000003A3FC571E06B42408F899466F338F5BF
11169358,1461,21899245,Shared room,,Kenya,,Nairobi,8,5,2,1,,28,,Lovely cosy two bedroom apartment in karen,58:16.8,-1.365519,36.749693,0101000020E61000002385B2F0F55F4240E41071732AD9F5BF
14346558,1461,73297147,Shared room,,Kenya,,Nairobi,1,2,16,1,,25,,GARDEN OF EDEN GEUST HOUSE.,58:16.8,-1.196209,36.868021,0101000020E6100000E09EE74F1B6F4240D2E4620CAC23F3BF
18799905,1461,130870387,Shared room,,Kenya,,Kakamega,8,5,12,1,,15,,Shitungu havens Kakamega,58:16.8,0.279066,34.753598,0101000020E61000005E2A36E675604140FB3BDBA337DCD13F
13871864,1461,82035372,Shared room,,Kenya,,Homa Bay,0,5,16,1,,20,,Diakonia Resort,58:16.8,-0.446307,34.892545,0101000020E6100000AA9A20EA3E724140B0743E3C4B90DCBF
17165319,1461,10790357,Shared room,,Kenya,,Uasin Gishu,81,0,3,1,,20,,Riziki Bora villa,58:16.8,0.468774,35.362754,0101000020E6100000213F1BB96EAE414044C4CDA96400DE3F
18253236,1461,65764205,Shared room,,Kenya,,Kilifi,0,5,10,1,,18,,Merry Crab Cove ~ Backpackers' Beach Banda: Bed 6,58:16.8,-3.38926,39.965059,0101000020E6100000F0DAA50D87FB4340B020CD58341D0BC0
17189581,1461,115540108,Shared room,,Kenya,,Nakuru,0,4,2,1,,12,,Haven of peace near Hyrax Hill museum,58:16.8,-0.470369,36.290117,0101000020E6100000BF81C98D22254240A3570394861ADEBF
17241946,1461,26453258,Shared room,,Kenya,,Nairobi,0,4,1,1,,14,,Shi's Place,58:16.8,-1.224869,36.84626,0101000020E6100000DCF4673F526C4240C8258E3C1099F3BF
11411049,1461,59895185,Shared room,,Kenya,,Nairobi,8,4,2,1,,18,,"Two Person room, in Furnished home Langata",58:16.8,-1.324698,36.773356,0101000020E61000002B155454FD624240C939B187F631F5BF
15779577,1461,101187964,Shared room,,Kenya,,Nairobi,8,4,2,1,,26,,A Serene and affordable homestay,58:15.1,-1.340808,36.763646,0101000020E610000051DCF126BF6142405471E316F373F5BF
14955489,1461,94145296,Shared room,,Kenya,,Kisumu,6,3,1,1,,30,,Private home away from home,58:15.1,-0.105465,34.76697,0101000020E6100000AE81AD122C6241405665DF15C1FFBABF
19049565,1461,131565434,Shared room,,Kenya,,Nairobi,0,2,2,1,,22,,Luxurious chambers,58:15.1,-1.294506,36.86003,0101000020E610000019CA8976156E4240C79C67EC4BB6F4BF
19719212,1461,138904563,Shared room,,Kenya,,Kajiado,5,1,2,1,,14,,The place to be,58:15.1,-1.427059,36.685028,0101000020E6100000126C5CFFAE574240416667D13BD5F6BF
17328602,1461,51321536,Shared room,,Kenya,,Nairobi,5,4,4,1,,20,,3 Bedroom Apartment,58:15.1,-1.263699,36.816925,0101000020E6100000742497FF9068424074CE4F711C38F4BF
